[format] $ npm run format

> evolution-hub@0.0.1 format
src/components/TestimonialCarousel.astro 14ms (unchanged)
src/components/ThemeProvider.astro 5ms (unchanged)
src/components/ThemeToggle.astro 9ms (unchanged)
src/components/Toaster.tsx 2ms (unchanged)
src/components/tools/imag-enhancer/__tests__/ModelControls.test.tsx 8ms (unchanged)
src/components/tools/imag-enhancer/__tests__/useCompareInteractions.test.tsx 8ms (unchanged)
src/components/tools/imag-enhancer/ActionsGroup.tsx 3ms (unchanged)
src/components/tools/imag-enhancer/api.ts 3ms (unchanged)
src/components/tools/imag-enhancer/CompareSlider.tsx 13ms (unchanged)
src/components/tools/imag-enhancer/CompareView.tsx 5ms (unchanged)
src/components/tools/imag-enhancer/CreditsPanel.tsx 3ms (unchanged)
src/components/tools/imag-enhancer/Dropzone.tsx 5ms (unchanged)
src/components/tools/imag-enhancer/EnhancerActions.tsx 6ms (unchanged)
src/components/tools/imag-enhancer/gating.test.ts 3ms (unchanged)
src/components/tools/imag-enhancer/gating.ts 4ms (unchanged)
src/components/tools/imag-enhancer/HeaderBar.tsx 4ms (unchanged)
src/components/tools/imag-enhancer/HelpModal.tsx 6ms (unchanged)
src/components/tools/imag-enhancer/hooks/useClipboardImagePaste.ts 2ms (unchanged)
src/components/tools/imag-enhancer/hooks/useCompareInteractions.ts 34ms (unchanged)
src/components/tools/imag-enhancer/hooks/useCreditsCheckout.ts 11ms (unchanged)
src/components/tools/imag-enhancer/hooks/useDownload.ts 5ms (unchanged)
src/components/tools/imag-enhancer/hooks/useEnhance.ts 4ms (unchanged)
src/components/tools/imag-enhancer/hooks/useGlobalShortcuts.ts 5ms (unchanged)
src/components/tools/imag-enhancer/hooks/useImageBoxSize.ts 23ms (unchanged)
src/components/tools/imag-enhancer/hooks/usePlanGating.ts 5ms (unchanged)
src/components/tools/imag-enhancer/hooks/useRateLimit.ts 9ms (unchanged)
src/components/tools/imag-enhancer/hooks/useUsage.ts 10ms (unchanged)
src/components/tools/imag-enhancer/hooks/useValidation.ts 8ms (unchanged)
src/components/tools/imag-enhancer/hooks/useViewportUiMetrics.ts 4ms (unchanged)
src/components/tools/imag-enhancer/ModelControls.tsx 10ms (unchanged)
src/components/tools/imag-enhancer/ModelSelect.tsx 3ms (unchanged)
src/components/tools/imag-enhancer/mvp/__tests__/EnhancerActionsMVP.test.tsx 11ms (unchanged)
src/components/tools/imag-enhancer/mvp/__tests__/SimpleResult.test.tsx 23ms (unchanged)
src/components/tools/imag-enhancer/mvp/__tests__/useEnhanceMVP.test.tsx 7ms (unchanged)
src/components/tools/imag-enhancer/mvp/__tests__/useUploadMVP.test.tsx 15ms (unchanged)
src/components/tools/imag-enhancer/mvp/EnhancerActionsMVP.tsx 7ms (unchanged)
src/components/tools/imag-enhancer/mvp/hooks/useEnhanceMVP.ts 2ms (unchanged)
src/components/tools/imag-enhancer/mvp/hooks/useUploadMVP.ts 6ms (unchanged)
src/components/tools/imag-enhancer/mvp/ImagEnhancerMVP.tsx 13ms (unchanged)
src/components/tools/imag-enhancer/mvp/ImagEnhancerRouter.tsx 6ms (unchanged)
src/components/tools/imag-enhancer/mvp/SimpleResult.tsx 8ms (unchanged)
src/components/tools/imag-enhancer/mvp/types.ts 6ms (unchanged)
src/components/tools/imag-enhancer/StatusUsagePill.tsx 3ms (unchanged)
src/components/tools/imag-enhancer/types.ts 2ms (unchanged)
src/components/tools/imag-enhancer/UploadSection.tsx 4ms (unchanged)
src/components/tools/imag-enhancer/UsagePill.tsx 8ms (unchanged)
src/components/tools/imag-enhancer/utils/ui.ts 4ms (unchanged)
src/components/tools/ImagEnhancerIsland.tsx 76ms (unchanged)
src/components/tools/prompt-enhancer/api.ts 7ms (unchanged)
src/components/tools/prompt-enhancer/EnhancerForm.test.tsx 10ms (unchanged)
src/components/tools/prompt-enhancer/EnhancerForm.tsx 48ms (unchanged)
src/components/tools/prompt-enhancer/hooks/useEnhance.ts 3ms (unchanged)
src/components/tools/prompt-enhancer/hooks/useRateLimit.ts 5ms (unchanged)
src/components/tools/prompt-enhancer/hooks/useUsage.ts 4ms (unchanged)
src/components/tools/prompt-enhancer/types.ts 1ms (unchanged)
src/components/tools/shared/islandStyles.ts 1ms (unchanged)
src/components/tools/shared/ToolPageHeader.astro 13ms (unchanged)
src/components/tools/ToolCard.astro 18ms (unchanged)
src/components/tools/ToolFilter.astro 13ms (unchanged)
src/components/tools/video-enhancer/VideoEnhancerIsland.tsx 13ms (unchanged)
src/components/tools/voice-visualizer/api.ts 3ms (unchanged)
src/components/tools/voice-visualizer/hooks/useMicrophone.ts 5ms (unchanged)
src/components/tools/voice-visualizer/hooks/useTranscribeStream.ts 5ms (unchanged)
src/components/tools/voice-visualizer/VisualizerCanvas.tsx 3ms (unchanged)
src/components/tools/voice-visualizer/VoiceVisualizerIsland.tsx 13ms (unchanged)
src/components/tools/webscraper/WebscraperForm.tsx 3ms (unchanged)
src/components/tools/webscraper/WebscraperIsland.tsx 8ms (unchanged)
src/components/tools/webscraper/WebscraperResults.tsx 12ms (unchanged)
src/components/ui/Alert.tsx 2ms (unchanged)
src/components/ui/Button.astro 5ms (unchanged)
src/components/ui/Button.tsx 2ms (unchanged)
src/components/ui/Card.tsx 2ms (unchanged)
src/components/ui/ComingSoon.astro 8ms (unchanged)
src/components/ui/DebugPanel.tsx 35ms (unchanged)
src/components/ui/DebugPanelOverlay.tsx 27ms (unchanged)
src/components/ui/FormLabel.astro 2ms (unchanged)
src/components/ui/Icon.astro 142ms (unchanged)
src/components/ui/Icon.tsx 4ms (unchanged)
src/components/ui/icons/Icon.astro 3ms (unchanged)
src/components/ui/icons/SpriteDefs.astro 4ms (unchanged)
src/components/ui/icons/Upload.tsx 1ms (unchanged)
src/components/ui/Input.astro 4ms (unchanged)
src/components/ui/Skeleton.astro 4ms (unchanged)
src/config/ai-image.ts 3ms (unchanged)
src/config/ai-image/entitlements.ts 3ms (unchanged)
src/config/ai-video.ts 1ms (unchanged)
src/config/ai-video/entitlements.ts 1ms (unchanged)
src/config/coming-soon.ts 3ms (unchanged)
src/config/logging.ts 4ms (unchanged)
src/config/prompt-enhancer.ts 2ms (unchanged)
src/config/social.ts 1ms (unchanged)
src/config/voice/entitlements.ts 1ms (unchanged)
src/config/voice/index.ts 3ms (unchanged)
src/config/webscraper.ts 4ms (unchanged)
src/config/webscraper/entitlements.ts 2ms (unchanged)
src/content/config.ts 9ms (unchanged)
src/content/testimonials/imag/de/leila-m.md 21ms (unchanged)
src/content/testimonials/imag/de/nina-p.md 3ms (unchanged)
src/content/testimonials/imag/en/amira-k.md 2ms (unchanged)
src/content/testimonials/imag/en/mika-s.md 2ms (unchanged)
src/content/testimonials/prompt/de/andreas-b.md 2ms (unchanged)
src/content/testimonials/prompt/de/karla-s.md 1ms (unchanged)
src/content/testimonials/prompt/en/alex-r.md 1ms (unchanged)
src/content/testimonials/prompt/en/sara-t.md 1ms (unchanged)
src/content/testimonials/video/de/jonas-k.md 2ms (unchanged)
src/content/testimonials/video/de/lina-r.md 2ms (unchanged)
src/content/testimonials/video/en/chris-p.md 2ms (unchanged)
src/content/testimonials/video/en/ivy-l.md 1ms (unchanged)
src/content/testimonials/voice/de/diego-r.md 2ms (unchanged)
src/content/testimonials/voice/de/hania-l.md 2ms (unchanged)
src/content/testimonials/voice/en/jane-d.md 1ms (unchanged)
src/content/testimonials/voice/en/omar-a.md 2ms (unchanged)
src/content/testimonials/web/de/felix-h.md 1ms (unchanged)
src/content/testimonials/web/de/sabine-k.md 2ms (unchanged)
src/content/testimonials/web/en/lucy-w.md 1ms (unchanged)
src/content/testimonials/web/en/mark-g.md 2ms (unchanged)
src/content/types.ts 4ms (unchanged)
src/env.d.ts 3ms (unchanged)
src/layouts/AuthLayout.astro 4ms (unchanged)
src/layouts/BaseLayout.astro 61ms (unchanged)
src/lib/aos.test.ts 2ms (unchanged)
src/lib/aos.ts 3ms (unchanged)
src/lib/api-middleware.ts 21ms (unchanged)
src/lib/auth-helpers.ts 4ms (unchanged)
src/lib/auth-v2.ts 6ms (unchanged)
src/lib/auth.ts 1ms (unchanged)
src/lib/beacon-interceptor.ts 3ms (unchanged)
src/lib/blog.ts 12ms (unchanged)
src/lib/client-logger.ts 3ms (unchanged)
src/lib/client/telemetry.ts 3ms (unchanged)
src/lib/console-interceptor.ts 3ms (unchanged)
src/lib/content.ts 6ms (unchanged)
src/lib/content/testimonials.ts 4ms (unchanged)
src/lib/db/helpers.ts 13ms (unchanged)
src/lib/db/schema.ts 16ms (unchanged)
src/lib/db/types.ts 4ms (unchanged)
src/lib/env/environment.ts 3ms (unchanged)
src/lib/error-handler.ts 4ms (unchanged)
src/lib/global-error-interceptor.ts 3ms (unchanged)
src/lib/handlers.ts 2ms (unchanged)
src/lib/i18n.test.ts 2ms (unchanged)
src/lib/i18n.ts 2ms (unchanged)
src/lib/i18n/accept-language.ts 3ms (unchanged)
src/lib/kv/usage.test.ts 8ms (unchanged)
src/lib/kv/usage.ts 13ms (unchanged)
src/lib/locale-path.test.ts 3ms (unchanged)
src/lib/locale-path.ts 3ms (unchanged)
src/lib/network-interceptor.ts 8ms (unchanged)
src/lib/notify.ts 2ms (unchanged)
src/lib/rate-limiter.d.ts 2ms (unchanged)
src/lib/rate-limiter.ts 13ms (unchanged)
src/lib/response-helpers.ts 4ms (unchanged)
src/lib/script-coordinator.ts 8ms (unchanged)
src/lib/security-headers.ts 7ms (unchanged)
src/lib/security-logger.ts 5ms (unchanged)
src/lib/security/csrf.d.ts 1ms (unchanged)
src/lib/security/csrf.ts 4ms (unchanged)
src/lib/security/sanitize.d.ts 0ms (unchanged)
src/lib/security/sanitize.ts 2ms (unchanged)
src/lib/seo.ts 2ms (unchanged)
src/lib/services/ai-image-service.ts 69ms (unchanged)
src/lib/services/ai-image/providers/workers-ai.ts 3ms (unchanged)
src/lib/services/ai-jobs-service.ts 21ms (unchanged)
src/lib/services/audit-log-service.ts 4ms (unchanged)
src/lib/services/auth-service-impl.ts 9ms (unchanged)
src/lib/services/auth-service.ts 2ms (unchanged)
src/lib/services/backup-service.ts 21ms (unchanged)
src/lib/services/base-service.ts 3ms (unchanged)
src/lib/services/comment-service-extended.ts 27ms (unchanged)
src/lib/services/comment-service.ts 34ms (unchanged)
src/lib/services/data-export-service.ts 29ms (unchanged)
src/lib/services/email-service-impl.ts 14ms (unchanged)
src/lib/services/email-service.ts 2ms (unchanged)
src/lib/services/notification-service.ts 22ms (unchanged)
src/lib/services/performance-service.ts 20ms (unchanged)
src/lib/services/project-service.ts 2ms (unchanged)
src/lib/services/prompt-attachments.ts 6ms (unchanged)
src/lib/services/prompt-enhancer-service.ts 33ms (unchanged)
src/lib/services/provider-error.d.ts 1ms (unchanged)
src/lib/services/provider-error.ts 2ms (unchanged)
src/lib/services/types.ts 2ms (unchanged)
src/lib/services/user-service.ts 2ms (unchanged)
src/lib/services/voice-stream-aggregator.ts 7ms (unchanged)
src/lib/services/voice-transcribe-service.ts 9ms (unchanged)
src/lib/services/webscraper-service.ts 16ms (unchanged)
src/lib/settings-module.ts 12ms (unchanged)
src/lib/spam-detection.d.ts 1ms (unchanged)
src/lib/spam-detection.ts 7ms (unchanged)
src/lib/stores/project-store.ts 8ms (unchanged)
src/lib/stytch.ts 7ms (unchanged)
src/lib/tools-data.ts 3ms (unchanged)
src/lib/types/admin.ts 1ms (unchanged)
src/lib/types/audit.ts 2ms (unchanged)
src/lib/types/comments.ts 3ms (unchanged)
src/lib/types/data-management.ts 3ms (unchanged)
src/lib/types/notifications.ts 2ms (unchanged)
src/lib/types/performance.ts 3ms (unchanged)
src/lib/typewriter.ts 2ms (unchanged)
src/lib/utils/assert.ts 1ms (unchanged)
src/lib/utils/id-generator.d.ts 0ms (unchanged)
src/lib/utils/id-generator.ts 1ms (unchanged)
src/lib/utils/mime.ts 2ms (unchanged)
src/lib/validation/errors.ts 2ms (unchanged)
src/lib/validation/index.ts 1ms (unchanged)
src/lib/validation/schemas/admin.ts 2ms (unchanged)
src/lib/validation/schemas/ai-image.ts 4ms (unchanged)
src/lib/validation/schemas/ai-video.ts 1ms (unchanged)
src/lib/validation/schemas/billing.ts 2ms (unchanged)
src/lib/validation/schemas/common.ts 1ms (unchanged)
src/lib/validation/schemas/dashboard.ts 1ms (unchanged)
src/lib/validation/schemas/newsletter.ts 1ms (unchanged)
src/lib/validation/schemas/prompt.ts 1ms (unchanged)
src/lib/validation/schemas/templates.ts 1ms (unchanged)
src/lib/validation/schemas/users.ts 1ms (unchanged)
src/lib/validation/schemas/voice.ts 2ms (unchanged)
src/lib/validation/schemas/webscraper.ts 3ms (unchanged)
src/lib/validators.ts 12ms (unchanged)
src/lib/xhr-interceptor.ts 7ms (unchanged)
src/locales/archived/de-archived-2025-08-17T05-44-11-726Z.json 2ms (unchanged)
src/locales/archived/de.backup.json 11ms (unchanged)
src/locales/archived/en-archived-2025-08-17T05-44-11-722Z.json 0ms (unchanged)
src/locales/archived/en.backup.json 1ms (unchanged)
src/locales/de.json 18ms (unchanged)
src/locales/en.json 15ms (unchanged)
src/middleware-old.ts 19ms (unchanged)
src/middleware.ts 28ms (unchanged)
src/pages/account/settings.astro 1ms (unchanged)
src/pages/admin/comments.astro 84ms (unchanged)
src/pages/admin/index.astro 80ms (unchanged)
src/pages/admin/index.client.ts 40ms (unchanged)
src/pages/admin/status.astro 23ms (unchanged)
src/pages/agb.astro 16ms (unchanged)
src/pages/api/admin/audit/logs/[id].ts 2ms (unchanged)
src/pages/api/admin/audit/logs/index.ts 3ms (unchanged)
src/pages/api/admin/backup.legacy.hono.ts 16ms (unchanged)
src/pages/api/admin/backup/cleanup.ts 3ms (unchanged)
src/pages/api/admin/backup/create.ts 2ms (unchanged)
src/pages/api/admin/backup/jobs/[id]/index.ts 2ms (unchanged)
src/pages/api/admin/backup/jobs/[id]/progress.ts 2ms (unchanged)
src/pages/api/admin/backup/jobs/index.ts 2ms (unchanged)
src/pages/api/admin/backup/maintenance/jobs/[id].ts 2ms (unchanged)
src/pages/api/admin/backup/maintenance/jobs/index.ts 3ms (unchanged)
src/pages/api/admin/backup/maintenance/perform.ts 3ms (unchanged)
src/pages/api/admin/backup/schedule.ts 2ms (unchanged)
src/pages/api/admin/backup/stats.ts 4ms (unchanged)
src/pages/api/admin/backup/verify/[id].ts 3ms (unchanged)
src/pages/api/admin/comments/[id]/index.ts 5ms (unchanged)
src/pages/api/admin/comments/[id]/moderate.ts 4ms (unchanged)
src/pages/api/admin/comments/bulk-moderate.ts 3ms (unchanged)
src/pages/api/admin/comments/index.ts 5ms (unchanged)
src/pages/api/admin/credits/deduct.ts 5ms (unchanged)
src/pages/api/admin/credits/grant.ts 4ms (unchanged)
src/pages/api/admin/credits/history.ts 2ms (unchanged)
src/pages/api/admin/credits/usage.ts 1ms (unchanged)
src/pages/api/admin/ip-geo.ts 4ms (unchanged)
src/pages/api/admin/metrics.ts 3ms (unchanged)
src/pages/api/admin/rate-limits/reset.ts 2ms (unchanged)
src/pages/api/admin/rate-limits/state.ts 2ms (unchanged)
src/pages/api/admin/status.ts 3ms (unchanged)
src/pages/api/admin/traffic-24h.ts 8ms (unchanged)
src/pages/api/admin/users/revoke-sessions.ts 4ms (unchanged)
src/pages/api/admin/users/sessions.ts 3ms (unchanged)
src/pages/api/admin/users/set-plan.ts 7ms
src/pages/api/admin/users/summary.ts 5ms (unchanged)
src/pages/api/ai-image/generate.ts 7ms (unchanged)
src/pages/api/ai-image/jobs/[id].ts 4ms (unchanged)
src/pages/api/ai-image/jobs/[id]/cancel.ts 3ms (unchanged)
src/pages/api/ai-image/jobs/index.ts 7ms (unchanged)
src/pages/api/ai-image/usage.ts 6ms (unchanged)
src/pages/api/ai-video/generate.ts 8ms (unchanged)
src/pages/api/ai-video/jobs/[id].ts 5ms (unchanged)
src/pages/api/ai-video/upload.ts 5ms (unchanged)
src/pages/api/analytics/views.ts 4ms (unchanged)
src/pages/api/auth/callback.ts 14ms (unchanged)
src/pages/api/auth/change-password.ts 1ms (unchanged)
src/pages/api/auth/forgot-password.ts 2ms (unchanged)
src/pages/api/auth/login.ts 2ms (unchanged)
src/pages/api/auth/logout.ts 2ms (unchanged)
src/pages/api/auth/magic/request.ts 13ms (unchanged)
src/pages/api/auth/oauth/[provider]/callback.ts 24ms (unchanged)
src/pages/api/auth/oauth/[provider]/start.ts 9ms (unchanged)
src/pages/api/auth/register.ts 2ms (unchanged)
src/pages/api/auth/resend-verification.ts 2ms (unchanged)
src/pages/api/auth/reset-password.ts 3ms (unchanged)
src/pages/api/auth/verify-email.ts 5ms (unchanged)
src/pages/api/billing/cancel.ts 4ms (unchanged)
src/pages/api/billing/credits.ts 5ms (unchanged)
src/pages/api/billing/link-pending.ts 3ms (unchanged)
src/pages/api/billing/portal.ts 4ms (unchanged)
src/pages/api/billing/session.ts 4ms (unchanged)
src/pages/api/billing/stripe-webhook.ts 10ms (unchanged)
src/pages/api/billing/sync-callback.ts 3ms (unchanged)
src/pages/api/billing/sync.ts 5ms (unchanged)
src/pages/api/comments/[id].ts 11ms (unchanged)
src/pages/api/comments/[id]/report.ts 3ms (unchanged)
src/pages/api/comments/count.ts 6ms (unchanged)
src/pages/api/comments/create.ts 3ms (unchanged)
src/pages/api/comments/index.ts 4ms (unchanged)
src/pages/api/comments/moderate.ts 7ms (unchanged)
src/pages/api/comments/performance.ts 15ms (unchanged)
src/pages/api/comments/recent.ts 4ms (unchanged)
src/pages/api/csp-report.ts 3ms (unchanged)
src/pages/api/dashboard/activity.ts 2ms (unchanged)
src/pages/api/dashboard/billing-summary.ts 5ms (unchanged)
src/pages/api/dashboard/notifications.ts 1ms (unchanged)
src/pages/api/dashboard/perform-action.ts 3ms (unchanged)
src/pages/api/dashboard/projects.ts 3ms (unchanged)
src/pages/api/dashboard/quick-actions.ts 1ms (unchanged)
src/pages/api/dashboard/recommendations.ts 2ms (unchanged)
src/pages/api/dashboard/stats.ts 2ms (unchanged)
src/pages/api/data-export/index.ts 19ms (unchanged)
src/pages/api/debug-login.ts 4ms (unchanged)
src/pages/api/debug/client-log.ts 4ms (unchanged)
src/pages/api/debug/logs-stream.ts 6ms (unchanged)
src/pages/api/health.ts 4ms (unchanged)
src/pages/api/health/auth.ts 2ms (unchanged)
src/pages/api/internal/users/sync.ts 2ms (unchanged)
src/pages/api/lead-magnets/download.ts 7ms (unchanged)
src/pages/api/newsletter/confirm.ts 5ms (unchanged)
src/pages/api/newsletter/subscribe.ts 3ms (unchanged)
src/pages/api/newsletter/unsubscribe.ts 2ms (unchanged)
src/pages/api/notifications/index.ts 8ms (unchanged)
src/pages/api/notifications/queue/process.ts 4ms (unchanged)
src/pages/api/notifications/settings.ts 5ms (unchanged)
src/pages/api/projects/index.ts 4ms (unchanged)
src/pages/api/prompt-enhance.ts 9ms (unchanged)
src/pages/api/prompt/usage.ts 6ms (unchanged)
src/pages/api/telemetry.ts 4ms (unchanged)
src/pages/api/templates.ts 3ms (unchanged)
src/pages/api/test/seed-email-token.ts 3ms (unchanged)
src/pages/api/test/seed-suite-v2.ts 4ms (unchanged)
src/pages/api/tools.ts 2ms (unchanged)
src/pages/api/user/account.ts 5ms (unchanged)
src/pages/api/user/avatar.ts 3ms (unchanged)
src/pages/api/user/logout-v2.ts 4ms (unchanged)
src/pages/api/user/logout.ts 2ms (unchanged)
src/pages/api/user/me.ts 2ms (unchanged)
src/pages/api/user/password.ts 1ms (unchanged)
src/pages/api/user/profile.ts 7ms (unchanged)
src/pages/api/user/settings.ts 1ms (unchanged)
src/pages/api/voice/poll.ts 3ms (unchanged)
src/pages/api/voice/stream.ts 3ms (unchanged)
src/pages/api/voice/transcribe.ts 7ms (unchanged)
src/pages/api/voice/usage.ts 3ms (unchanged)
src/pages/api/webscraper/extract.ts 10ms (unchanged)
src/pages/api/webscraper/usage.ts 6ms (unchanged)
src/pages/auth/notify.astro 3ms (unchanged)
src/pages/auth/password-reset-sent.astro 3ms (unchanged)
src/pages/auth/password-reset-success.astro 5ms (unchanged)
src/pages/blog/[...slug].astro 34ms (unchanged)
src/pages/blog/comments-demo.astro 12ms (unchanged)
src/pages/blog/index.astro 53ms (unchanged)
src/pages/cookie-einstellungen.astro 28ms (unchanged)
src/pages/dashboard.astro 54ms (unchanged)
src/pages/datenschutz.astro 3ms (unchanged)
src/pages/de/agb.astro 20ms (unchanged)
src/pages/de/cookie-einstellungen.astro 1ms (unchanged)
src/pages/de/datenschutz.astro 33ms (unchanged)
src/pages/de/faq.astro 1ms (unchanged)
src/pages/de/impressum.astro 71ms (unchanged)
src/pages/de/index.astro 43ms (unchanged)
src/pages/de/login.astro 29ms (unchanged)
src/pages/de/register.astro 7ms (unchanged)
src/pages/de/tools/prompt-enhancer/app.astro 4ms (unchanged)
src/pages/de/tools/prompt-enhancer/index.astro 1ms (unchanged)
src/pages/de/tools/voice-visualizer/app.astro 3ms (unchanged)
src/pages/de/tools/webscraper/app.astro 5ms (unchanged)
src/pages/de/welcome-profile.astro 10ms (unchanged)
src/pages/docs/index.astro 12ms (unchanged)
src/pages/email-verified.astro 55ms (unchanged)
src/pages/en/account/settings.astro 1ms (unchanged)
src/pages/en/agb.astro 20ms (unchanged)
src/pages/en/blog/[...slug].astro 2ms (unchanged)
src/pages/en/blog/index.astro 3ms (unchanged)
src/pages/en/cookie-settings.astro 2ms (unchanged)
src/pages/en/dashboard.astro 80ms (unchanged)
src/pages/en/datenschutz.astro 37ms (unchanged)
src/pages/en/docs/index.astro 2ms (unchanged)
src/pages/en/email-verified.astro 73ms (unchanged)
src/pages/en/faq.astro 3ms (unchanged)
src/pages/en/impressum.astro 143ms (unchanged)
src/pages/en/index.astro 48ms (unchanged)
src/pages/en/kontakt.astro 1ms (unchanged)
src/pages/en/login.astro 9ms (unchanged)
src/pages/en/pricing.astro 2ms (unchanged)
src/pages/en/register.astro 5ms (unchanged)
src/pages/en/tools/imag-enhancer/app.astro 12ms (unchanged)
src/pages/en/tools/imag-enhancer/index.astro 24ms (unchanged)
src/pages/en/tools/index.astro 23ms (unchanged)
src/pages/en/tools/prompt-enhancer/app.astro 5ms (unchanged)
src/pages/en/tools/prompt-enhancer/index.astro 1ms (unchanged)
src/pages/en/tools/video-enhancer/app.astro 3ms (unchanged)
src/pages/en/tools/voice-visualizer/app.astro 3ms (unchanged)
src/pages/en/tools/webscraper/app.astro 3ms (unchanged)
src/pages/en/verify-email.astro 16ms (unchanged)
src/pages/en/welcome-profile.astro 10ms (unchanged)
src/pages/faq.astro 45ms (unchanged)
src/pages/impressum.astro 57ms (unchanged)
src/pages/index.astro 1ms (unchanged)
src/pages/kontakt.astro 35ms (unchanged)
src/pages/login.astro 10ms (unchanged)
src/pages/newsletter/confirm.astro 40ms (unchanged)
src/pages/pricing.astro 34ms (unchanged)
src/pages/r2-ai/[...path].ts 6ms (unchanged)
src/pages/r2/[...path].ts 2ms (unchanged)
src/pages/register.astro 7ms (unchanged)
src/pages/rss.xml.ts 4ms (unchanged)
src/pages/sitemap.xml.ts 2ms (unchanged)
src/pages/tools/imag-enhancer/app.astro 13ms (unchanged)
src/pages/tools/imag-enhancer/index.astro 23ms (unchanged)
